churn,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_transaction_amount,total_transaction_count,total_ct_chng_q4_q1,avg_utilization_ratio,naive_bayes_classifier_attrition_flag_card_category_contacts_count_12_mon_dependent_count_education_level_months_inactive_12_mon_1,naive_bayes_classifier_attrition_flag_card_category_contacts_count_12_mon_dependent_count_education_level_months_inactive_12_mon_2,digital_engagement_score
1,58,M,2,Uneducated,Single,$120K +,Blue,46,2,3,4,16163.0,0,16163.0,0.542,2171,48,0.778,0.0,0.99812,0.00188031,23.138833663646878
0,54,F,2,High School,Married,Less than $40K,Blue,45,6,1,1,2513.0,1126,1387.0,0.324,1454,30,0.25,0.448,3.2288e-05,0.99997,14.724498263323987
0,45,M,3,Graduate,Divorced,$60K - $80K,Blue,37,4,1,1,3291.0,1607,1684.0,1.26,1984,38,0.652,0.488,3.4465e-05,0.99997,19.035868470339505
0,36,F,2,Post-Graduate,Divorced,Less than $40K,Blue,25,5,2,4,8917.0,1091,7826.0,1.152,3327,80,0.86,0.122,0.00038424,0.99962,37.77665381220235
0,39,F,2,Graduate,Married,$40K - $60K,Blue,29,3,5,2,4955.0,1157,3798.0,0.896,1824,38,0.727,0.234,0.0002009,0.9998,18.603061718554176
0,39,F,1,Graduate,Married,$40K - $60K,Blue,30,6,1,2,2909.0,1274,1635.0,0.593,1532,26,0.3,0.438,5.1697e-05,0.99995,13.496642633956025
0,34,M,3,High School,Single,$80K - $120K,Silver,21,6,4,3,34516.0,2517,31999.0,0.791,2901,75,0.923,0.073,0.00033322,0.99967,34.82574468449477
0,54,F,2,Uneducated,Married,$40K - $60K,Blue,43,5,1,1,1438.3,0,1438.3,0.531,1707,41,0.783,0.0,3.415e-05,0.99997,19.365708471958637
0,54,M,2,High School,Married,$80K - $120K,Blue,49,3,1,4,14015.0,2065,11950.0,0.704,1903,49,0.633,0.147,0.00015363,0.99985,22.77359458462228
0,36,M,2,Graduate,Married,$60K - $80K,Blue,28,6,2,2,2540.0,1402,1138.0,1.127,2384,61,0.794,0.552,0.00011382,0.99989,28.391266644766855
0,37,M,2,High School,Divorced,$120K +,Blue,24,4,2,2,3497.0,1665,1832.0,0.627,2337,61,0.564,0.476,0.00011065,0.99989,28.264129661429916
0,27,M,0,Uneducated,Married,$40K - $60K,Blue,15,4,3,4,3682.0,0,3682.0,0.685,1826,35,0.75,0.0,0.00045531,0.99954,17.52933511230401
0,55,F,4,Graduate,Single,Less than $40K,Blue,41,6,2,1,4430.0,1543,2887.0,0.752,3395,70,0.628,0.348,7.1987e-05,0.99993,34.36347437955284
0,26,M,0,Unknown,Single,Unknown,Blue,16,5,3,2,3877.0,0,3877.0,0.773,2473,33,0.833,0.0,0.00016966,0.99983,18.560072954404276
0,56,M,1,Graduate,Married,$60K - $80K,Blue,36,3,2,3,15124.0,1974,13150.0,0.826,1850,44,0.571,0.131,0.00017969,0.99982,20.831666197014254
0,58,F,2,Graduate,Married,Less than $40K,Blue,53,5,3,1,7712.0,962,6750.0,0.418,1574,34,0.062,0.125,0.00010848,0.99989,16.487952248026293
0,42,F,2,Graduate,Unknown,Unknown,Blue,34,5,2,2,19373.0,1142,18231.0,0.655,1792,48,0.455,0.059,0.00011382,0.99989,22.113622670355383
0,30,M,1,College,Single,Unknown,Blue,13,3,3,3,21590.0,2517,19073.0,0.813,2567,70,0.795,0.117,0.00027607,0.99972,32.12369943906377
0,38,M,1,High School,Married,$60K - $80K,Blue,32,4,2,1,3657.0,1687,1970.0,1.357,2758,55,0.833,0.461,6.2633e-05,0.99994,27.24467904577009
0,47,F,2,Uneducated,Divorced,Unknown,Silver,35,3,1,4,32444.0,1843,30601.0,1.127,3725,60,0.622,0.057,0.00014682,0.99985,31.6590160029518
0,33,F,1,Graduate,Single,$40K - $60K,Blue,24,5,1,2,5830.0,1665,4165.0,0.684,2263,60,0.714,0.286,5.1697e-05,0.99995,27.70424430851337
1,54,F,2,Post-Graduate,Married,Less than $40K,Blue,47,3,4,3,1438.3,0,1438.3,1.053,1154,22,0.375,0.0,0.99768,0.00231842,11.035287761999877
0,65,F,1,Graduate,Single,Unknown,Blue,55,5,2,4,6463.0,1660,4803.0,0.995,2336,49,1.722,0.257,0.00030653,0.99969,23.944877856641327
0,33,M,2,High School,Single,$60K - $80K,Blue,23,4,2,1,2400.0,0,2400.0,1.064,2677,70,0.892,0.0,6.6728e-05,0.99993,32.42125408091618
0,44,F,1,Doctorate,Divorced,Less than $40K,Blue,39,5,2,4,2311.0,1830,481.0,1.289,1701,33,1.357,0.792,0.00044353,0.99956,16.47178037704007
0,57,F,3,Unknown,Married,$40K - $60K,Blue,48,4,2,2,3585.0,1244,2341.0,0.507,1344,37,0.85,0.347,0.00012982,0.99987,16.944929232982368
0,34,M,3,Uneducated,Married,$80K - $120K,Blue,25,6,3,2,9131.0,916,8215.0,0.863,1893,36,0.565,0.1,0.00019191,0.99981,18.070285169829944
0,63,F,0,Uneducated,Single,$40K - $60K,Blue,56,3,6,4,1438.3,0,1438.3,0.864,3630,71,0.578,0.0,0.00035944,0.99964,35.35887152645337
0,37,F,3,High School,Single,Less than $40K,Blue,31,5,1,3,1438.3,0,1438.3,0.79,2075,66,0.692,0.0,9.3448e-05,0.99991,29.353969756460575
0,39,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,6,3,2,5471.0,2056,3415.0,0.465,1992,46,0.704,0.376,0.00021165,0.99979,21.935206649655388
0,39,M,2,High School,Married,$80K - $120K,Blue,34,6,3,3,8823.0,1541,7282.0,1.06,1961,32,1.0,0.175,0.00029408,0.99971,16.8153791184754
0,55,M,1,Graduate,Married,$60K - $80K,Blue,44,6,2,4,2173.0,1520,653.0,0.652,1485,26,0.529,0.699,0.00030653,0.99969,13.369505650619084
1,37,M,2,Graduate,Single,$120K +,Blue,25,3,3,0,5616.0,0,5616.0,0.995,1564,31,0.476,0.0,0.98515,0.01485,15.381765135392229
0,57,M,1,Doctorate,Married,$80K - $120K,Blue,51,5,2,2,8571.0,1616,6955.0,0.6,1397,28,0.647,0.189,0.0001546,0.99985,13.850886397568809
0,45,F,2,Graduate,Divorced,Less than $40K,Blue,36,6,6,3,2803.0,0,2803.0,0.565,3347,71,0.732,0.0,0.00023881,0.99976,34.59334458423307
0,53,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,2,3924.0,2517,1407.0,0.511,1417,30,0.667,0.641,0.00011937,0.99988,14.62441170197363
0,37,M,2,Graduate,Single,$60K - $80K,Blue,23,6,1,2,5663.0,1149,4514.0,0.767,2553,61,0.794,0.203,5.5077e-05,0.99994,28.848418776340107
0,60,F,0,Uneducated,Married,Less than $40K,Blue,49,3,1,2,3955.0,2000,1955.0,0.425,1560,43,0.483,0.506,4.8595e-05,0.99995,19.687491729187524
0,29,F,0,Uneducated,Single,Less than $40K,Blue,23,5,3,4,7997.0,0,7997.0,0.935,2208,56,0.806,0.0,0.00045531,0.99954,26.116618066723856
0,56,F,4,Uneducated,Married,Less than $40K,Blue,36,4,1,5,3652.0,1351,2301.0,0.836,1561,39,0.625,0.37,0.00029487,0.99971,18.25134785052287
0,37,M,2,Graduate,Married,$80K - $120K,Blue,27,4,2,1,12702.0,2008,10694.0,0.51,1992,40,0.667,0.158,6.864e-05,0.99993,19.776933268360423
0,43,M,1,High School,Married,$60K - $80K,Blue,23,4,3,2,7189.0,1550,5639.0,0.538,1935,52,0.368,0.216,0.00016413,0.99984,23.93929262562683
0,58,M,1,Graduate,Married,$80K - $120K,Blue,42,4,3,1,12421.0,2517,9904.0,0.73,1913,49,0.69,0.203,0.00010182,0.9999,22.800645006608864
0,29,F,0,Post-Graduate,Divorced,Less than $40K,Blue,17,3,2,4,2585.0,2008,577.0,1.266,3519,73,0.622,0.777,0.00032974,0.99967,35.77803630283395
0,38,M,2,High School,Married,$120K +,Blue,29,4,1,2,2818.0,1656,1162.0,1.404,2916,45,0.957,0.588,5.3542e-05,0.99995,24.07495341099983
1,65,M,1,Unknown,Single,Less than $40K,Blue,36,3,4,4,2351.0,0,2351.0,0.881,1593,35,0.591,0.0,0.99845,0.001551,16.899060280016627
0,62,F,1,Graduate,Married,Less than $40K,Blue,49,4,2,2,3143.0,2517,626.0,0.625,1323,25,0.923,0.801,0.00010684,0.99989,12.571576584220612
0,53,M,1,Graduate,Unknown,$80K - $120K,Blue,42,5,5,4,6514.0,978,5536.0,0.843,3084,63,0.658,0.15,0.00054096,0.99946,31.004220644259316
0,26,F,0,Graduate,Single,$40K - $60K,Blue,17,5,3,3,3119.0,1328,1791.0,0.722,2740,62,0.512,0.426,0.0002596,0.99974,29.71397389770504
1,46,F,3,High School,Single,Less than $40K,Silver,39,1,0,4,13092.0,1962,11130.0,0.686,936,25,0.25,0.15,0.98159,0.01841,11.524725253339852
0,51,F,1,College,Married,$40K - $60K,Blue,44,4,2,1,1438.3,0,1438.3,0.803,2207,68,0.511,0.0,6.2639e-05,0.99994,30.430459787115126
0,39,M,2,Uneducated,Married,Less than $40K,Blue,34,4,2,4,3702.0,1118,2584.0,1.04,2585,64,0.778,0.302,0.00033577,0.99966,30.014116817344654
0,51,F,1,High School,Married,Unknown,Blue,36,3,2,3,9095.0,2517,6578.0,0.37,1347,27,0.421,0.277,0.00017468,0.99983,13.355922057420067
0,59,M,2,High School,Married,$40K - $60K,Blue,50,6,3,2,2701.0,1572,1129.0,0.475,1469,36,0.5,0.582,0.00017486,0.99983,16.923347277598825
0,56,M,3,Unknown,Married,$40K - $60K,Blue,45,6,2,4,1813.0,1387,426.0,0.406,1468,32,0.231,0.765,0.00037246,0.99963,15.481793314536857
0,56,F,2,Graduate,Married,Unknown,Blue,36,3,3,2,5335.0,996,4339.0,0.469,1454,43,0.433,0.187,0.00017987,0.99982,19.400757256129744
0,31,M,1,Graduate,Married,$40K - $60K,Blue,20,6,2,5,2469.0,1695,774.0,0.842,1615,36,0.333,0.687,0.00053033,0.99947,17.31828343860294
0,37,M,0,High School,Divorced,$40K - $60K,Blue,36,3,1,5,3091.0,0,3091.0,0.665,2572,65,0.548,0.0,0.00022813,0.99977,30.33866349897792
0,36,M,2,High School,Single,$40K - $60K,Blue,32,3,5,2,2683.0,1533,1150.0,0.821,2373,73,0.659,0.571,0.0001953,0.9998,32.67805794317154
0,26,F,1,Unknown,Single,Unknown,Blue,15,3,4,3,5464.0,0,5464.0,0.7,2473,46,0.484,0.0,0.00037718,0.99962,23.236331947210033
0,61,F,0,Graduate,Married,Less than $40K,Blue,53,4,1,2,2942.0,2022,920.0,0.537,1479,28,0.217,0.687,4.7263e-05,0.99995,14.072699857858789
0,26,M,0,High School,Single,Less than $40K,Blue,36,6,3,3,2735.0,1348,1387.0,0.805,2441,58,0.45,0.493,0.00025237,0.99975,27.466317359442893
0,35,M,2,College,Married,$80K - $120K,Blue,36,5,2,4,15279.0,1496,13783.0,0.997,2079,57,0.425,0.098,0.00031749,0.99968,26.12737985331276
0,53,M,3,College,Married,$120K +,Blue,43,4,2,5,14938.0,1155,13783.0,0.995,2248,51,0.645,0.077,0.00056998,0.99943,24.42625860359105
0,59,M,2,High School,Married,Less than $40K,Blue,42,3,3,5,4328.0,670,3658.0,0.396,1580,54,0.543,0.155,0.00086777,0.99913,23.69842710553479
0,37,M,1,Graduate,Single,$80K - $120K,Blue,24,4,4,4,34516.0,934,33582.0,0.681,1768,52,0.576,0.027,0.00058531,0.99941,23.487550578450893
0,38,M,3,High School,Married,$60K - $80K,Blue,26,5,4,2,5824.0,1542,4282.0,0.827,1801,44,0.571,0.265,0.00021928,0.99978,20.699119129279996
0,56,F,5,Doctorate,Married,Unknown,Blue,48,4,2,2,11281.0,2118,9163.0,0.534,1255,30,0.304,0.188,0.00017004,0.99983,14.186194865790986
0,37,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,5,7959.0,998,6961.0,0.773,1855,29,0.318,0.125,0.00091777,0.99908,15.449507954770137
0,33,M,1,Graduate,Married,$120K +,Blue,21,4,1,3,4459.0,1899,2560.0,1.349,2502,48,1.0,0.426,8.6952e-05,0.99991,24.034202631402778
0,38,M,2,College,Married,$80K - $120K,Blue,24,4,1,5,17162.0,773,16389.0,1.238,2457,54,1.0,0.045,0.00026586,0.99973,26.07074911375812
0,56,M,1,Uneducated,Married,$120K +,Blue,50,4,3,5,16254.0,1518,14736.0,1.256,2502,55,0.571,0.093,0.00086149,0.99914,26.552188242913566
0,59,M,0,High School,Married,$80K - $120K,Blue,47,5,1,2,3278.0,1306,1972.0,0.399,1374,32,0.391,0.398,4.5946e-05,0.99995,15.227519347862978
0,30,M,1,Post-Graduate,Married,Less than $40K,Blue,17,5,1,2,7173.0,1227,5946.0,0.646,1793,33,0.737,0.171,6.083e-05,0.99994,16.72064425931663
0,56,M,2,High School,Married,$40K - $60K,Blue,36,5,2,3,3295.0,2002,1293.0,0.599,1191,34,0.545,0.608,0.0001861,0.99981,15.451921085940162
0,33,M,2,Unknown,Single,$120K +,Blue,15,4,2,2,25033.0,2300,22733.0,0.716,2529,71,0.578,0.092,0.00012511,0.99987,32.38062006573058
0,31,M,0,Graduate,Divorced,$60K - $80K,Blue,24,6,2,2,4232.0,2092,2140.0,0.604,2565,69,0.865,0.494,9.7673e-05,0.9999,31.758577124450625
0,26,M,1,College,Single,$40K - $60K,Blue,36,3,4,3,2703.0,1256,1447.0,0.949,2111,29,0.706,0.465,0.00033362,0.99967,16.141998757626663
0,29,M,1,Graduate,Married,Less than $40K,Blue,18,4,1,4,2710.0,629,2081.0,0.771,1718,37,0.762,0.232,0.00014834,0.99985,17.95661501528057
0,53,F,2,Uneducated,Married,Less than $40K,Blue,42,6,1,5,2322.0,1284,1038.0,0.673,1573,27,0.929,0.553,0.00028116,0.99972,13.967261594316843
0,35,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,5931.0,0,5931.0,0.668,2730,71,0.614,0.0,0.00043049,0.99957,32.9243335476609
0,35,M,2,Uneducated,Unknown,$120K +,Blue,29,5,1,2,3300.0,1731,1569.0,0.689,1745,27,0.929,0.525,5.663e-05,0.99994,14.43252885248607
0,56,F,4,High School,Married,Less than $40K,Blue,51,4,2,3,1438.3,0,1438.3,0.472,1354,24,0.714,0.0,0.00019517,0.9998,12.295720662163193
0,35,F,1,Uneducated,Single,Unknown,Silver,27,4,3,2,34516.0,0,34516.0,0.682,2562,62,0.722,0.0,0.00015686,0.99984,29.23247638634386
0,35,M,3,Uneducated,Married,$40K - $60K,Blue,36,6,2,5,8682.0,1647,7035.0,0.971,1792,36,0.8,0.19,0.00060278,0.9994,17.797075907765457
1,32,M,1,High School,Divorced,$60K - $80K,Blue,13,3,3,3,12616.0,0,12616.0,1.054,1376,29,0.611,0.0,0.99639,0.00360858,14.153792741612815
0,49,M,4,College,Unknown,Less than $40K,Blue,43,5,2,4,9652.0,2517,7135.0,0.889,3762,73,0.587,0.261,0.00033297,0.99967,36.43536155710792
0,36,M,4,Graduate,Divorced,$120K +,Blue,29,3,2,2,1651.0,770,881.0,0.736,2516,54,0.385,0.466,0.00011937,0.99988,26.23034660347896
0,37,M,3,Unknown,Married,$60K - $80K,Blue,29,5,1,5,2576.0,1640,936.0,1.128,2568,34,0.889,0.637,0.00031189,0.99969,19.17676419349264
0,58,M,1,High School,Married,$60K - $80K,Blue,47,3,1,4,2212.0,1392,820.0,0.573,1387,34,0.7,0.629,0.00014421,0.99986,15.982109356877192
0,35,F,2,High School,Married,Less than $40K,Blue,21,5,6,3,2157.0,1188,969.0,0.847,2111,59,0.639,0.551,0.00023216,0.99977,26.933365664101483
0,39,F,2,Graduate,Married,$40K - $60K,Blue,26,5,1,2,2575.0,1424,1151.0,0.543,1487,33,0.737,0.553,5.5077e-05,0.99994,15.892901346527195
0,65,F,0,Uneducated,Single,Less than $40K,Blue,56,6,1,2,8705.0,1453,7252.0,1.11,2688,88,0.956,0.167,4.8595e-05,0.99995,38.92582968898631
0,65,M,0,High School,Married,Less than $40K,Blue,56,3,3,5,3838.0,1736,2102.0,0.445,1467,29,0.706,0.452,0.00074474,0.99926,14.399951581690718
0,51,M,2,Unknown,Married,$120K +,Blue,42,4,1,4,10306.0,1427,8879.0,0.709,1456,44,0.294,0.138,0.00017371,0.99983,19.765879570742882
0,56,F,1,Uneducated,Married,$40K - $60K,Blue,40,4,2,5,5366.0,1271,4095.0,0.558,1748,38,0.9,0.237,0.00054528,0.99945,18.397478511456146
0,58,M,0,High School,Married,$80K - $120K,Blue,36,6,3,2,2994.0,2351,643.0,0.469,1540,32,0.185,0.785,0.00015005,0.99985,15.676556352840256
1,39,M,1,Uneducated,Married,Less than $40K,Blue,36,3,3,3,4247.0,0,4247.0,0.405,847,17,0.133,0.0,0.99659,0.00341249,8.406278655932645
0,51,F,1,College,Single,Less than $40K,Blue,36,4,4,2,1737.0,1145,592.0,0.809,1954,42,1.333,0.659,0.00019837,0.9998,20.393566125243066
0,58,M,4,Uneducated,Single,$40K - $60K,Silver,50,5,2,3,18431.0,902,17529.0,1.296,2950,61,0.848,0.049,0.00018652,0.99981,29.922320529207447
0,34,F,3,Graduate,Married,Less than $40K,Blue,23,5,3,3,2263.0,1794,469.0,0.794,2154,37,0.542,0.793,0.0003139,0.99969,19.13601341389559
0,39,M,3,Unknown,Single,$80K - $120K,Blue,23,6,1,4,2718.0,2156,562.0,0.668,1711,36,0.44,0.793,0.00018025,0.99982,17.577967489674133
0,54,F,1,College,Married,Unknown,Blue,43,3,3,2,5839.0,2130,3709.0,0.687,1640,44,0.333,0.365,0.00016415,0.99984,20.26360733529601
0,26,F,2,High School,Single,Unknown,Blue,13,5,0,3,5137.0,0,5137.0,0.699,2496,49,0.581,0.0,3.3324e-05,0.99997,24.37768460842665
0,53,M,1,Graduate,Single,$80K - $120K,Blue,43,4,2,3,11909.0,1018,10891.0,1.006,1938,53,0.656,0.085,0.00017969,0.99982,24.307119982438632
0,32,M,3,College,Single,$80K - $120K,Blue,21,4,3,5,21390.0,0,21390.0,0.946,2477,59,0.341,0.0,0.00090051,0.9991,27.92341110881042
0,49,M,3,High School,Married,$60K - $80K,Blue,39,4,1,4,9264.0,629,8635.0,0.659,4107,79,0.58,0.068,0.00015942,0.99984,39.526874496939996
0,39,F,2,Uneducated,Married,Less than $40K,Blue,26,4,2,5,5484.0,2517,2967.0,0.489,2025,51,0.378,0.459,0.00058091,0.99942,23.823034193290248
1,32,M,2,Graduate,Married,$40K - $60K,Blue,22,3,3,5,4739.0,0,4739.0,0.363,886,21,0.4,0.0,0.99888,0.00111805,9.950624222543627
1,30,M,1,College,Divorced,Less than $40K,Blue,19,4,3,3,7970.0,0,7970.0,0.776,1284,30,0.429,0.0,0.99639,0.00360825,14.264641089552077
0,37,M,1,Uneducated,Single,$80K - $120K,Blue,36,6,1,2,3127.0,2378,749.0,0.862,2292,49,0.441,0.76,5.3155e-05,0.99995,23.82585599990036
0,38,M,2,Uneducated,Single,$40K - $60K,Blue,36,5,1,2,7756.0,1670,6086.0,0.78,1858,51,0.545,0.215,5.663e-05,0.99994,23.371292146114314
0,46,M,2,Uneducated,Single,$120K +,Blue,33,6,2,3,34516.0,676,33840.0,0.814,3508,58,0.871,0.02,0.00019683,0.9998,30.3525973854113
0,36,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,4,5605.0,1322,4283.0,1.204,2338,41,0.952,0.236,0.00053055,0.99947,21.072590099312023
0,33,M,1,Post-Graduate,Married,$80K - $120K,Blue,36,4,3,2,2946.0,1359,1587.0,0.746,2017,48,0.455,0.461,0.00019866,0.9998,22.722257165053502
0,58,F,3,Post-Graduate,Single,Less than $40K,Blue,54,4,2,3,8886.0,0,8886.0,0.694,4148,79,0.756,0.0,0.00023373,0.99977,39.637781227084986
0,46,M,4,Doctorate,Married,$120K +,Blue,36,3,2,5,3104.0,862,2242.0,1.057,2781,74,0.682,0.278,0.00085723,0.99914,34.14142739043996
0,39,M,5,Unknown,Married,$80K - $120K,Blue,36,4,3,3,19435.0,2120,17315.0,0.625,2062,55,0.486,0.109,0.00034328,0.99966,25.361969675503914
0,54,F,2,Doctorate,Married,Less than $40K,Blue,46,3,3,3,3312.0,1624,1688.0,0.573,1973,55,0.667,0.49,0.00043772,0.99956,25.12122091982333
0,50,M,3,High School,Married,$120K +,Blue,40,5,1,4,34516.0,0,34516.0,0.986,1930,36,0.44,0.0,0.00015942,0.99984,18.170371731180303
0,41,M,3,College,Single,$60K - $80K,Blue,33,6,1,4,5246.0,0,5246.0,0.969,3189,56,0.556,0.0,0.00015944,0.99984,28.77026446360765
0,53,M,1,Graduate,Unknown,$60K - $80K,Blue,41,4,1,2,2432.0,1554,878.0,1.158,3670,60,0.818,0.639,5.1697e-05,0.99995,31.510238682025598
0,36,F,5,Graduate,Married,Less than $40K,Blue,30,3,3,3,3103.0,2399,704.0,0.581,1836,48,0.655,0.773,0.00031231,0.99969,22.23264452709635
0,38,M,3,Unknown,Married,$120K +,Blue,33,5,3,4,30746.0,1168,29578.0,0.653,1519,43,0.72,0.038,0.00058851,0.99941,19.576584999042534
1,55,F,2,College,Single,Unknown,Silver,36,2,3,3,34516.0,0,34516.0,0.399,1353,40,0.212,0.0,0.99625,0.00374779,18.048411303417772
0,45,M,4,College,Unknown,$120K +,Blue,40,3,2,2,11962.0,1025,10937.0,0.694,1907,52,0.926,0.086,0.00011605,0.99988,23.8635514440644
0,36,M,2,High School,Single,$80K - $120K,Blue,27,5,3,3,14690.0,979,13711.0,0.811,2746,68,0.511,0.067,0.00029408,0.99971,31.88847753219195
0,45,M,1,Graduate,Single,$40K - $60K,Blue,32,5,1,2,6629.0,1389,5240.0,0.828,3891,69,0.643,0.21,5.1697e-05,0.99995,35.34546307987153
0,38,M,4,Graduate,Married,$40K - $60K,Blue,27,6,2,4,5535.0,1276,4259.0,0.636,1764,38,0.9,0.231,0.00034248,0.99966,18.44075918663468
0,35,F,2,High School,Married,Less than $40K,Blue,22,4,3,3,2544.0,1848,696.0,0.804,2289,49,0.441,0.726,0.00029408,0.99971,23.817740873304384
0,48,M,3,College,Married,Less than $40K,Blue,37,4,3,3,3305.0,2517,788.0,0.766,2027,57,1.036,0.762,0.00030519,0.99969,25.986717658982528
0,51,M,2,Uneducated,Single,$120K +,Blue,36,5,2,4,34516.0,888,33628.0,1.299,1959,42,0.909,0.026,0.00033577,0.99966,20.407091336236356
0,37,F,1,College,Single,Unknown,Blue,20,3,2,5,9466.0,0,9466.0,0.818,2503,70,0.489,0.0,0.00051561,0.99948,31.950576738349636
0,33,F,2,Doctorate,Single,Unknown,Blue,21,4,3,4,5297.0,0,5297.0,0.779,2655,62,0.55,0.0,0.00074656,0.99925,29.48404531081908
0,31,M,1,College,Married,$80K - $120K,Blue,36,4,3,3,4260.0,1775,2485.0,1.239,2109,52,0.625,0.417,0.00027607,0.99972,24.409969968193373
0,40,F,4,College,Single,Less than $40K,Blue,26,6,1,2,7291.0,2517,4774.0,0.83,2198,56,0.697,0.345,5.6158e-05,0.99994,26.089567644737272
0,43,M,4,High School,Unknown,$80K - $120K,Blue,37,4,2,3,13882.0,758,13124.0,0.5,1646,42,0.75,0.055,0.00019517,0.9998,19.560413128056307
0,63,M,0,Graduate,Married,$40K - $60K,Blue,56,4,2,5,6500.0,1786,4714.0,0.524,1497,27,0.35,0.275,0.00048486,0.99952,13.761678387218812
0,35,F,4,Unknown,Married,Less than $40K,Blue,30,6,3,4,1626.0,979,647.0,1.467,2847,61,0.968,0.602,0.0005948,0.99941,29.643701182745648
0,31,F,1,High School,Single,Less than $40K,Blue,22,5,1,5,6662.0,0,6662.0,0.934,3264,83,0.766,0.0,0.00024953,0.99975,38.68537284433435
0,36,M,4,Uneducated,Married,$80K - $120K,Blue,25,4,3,3,5846.0,1732,4114.0,0.611,2056,41,0.64,0.296,0.0003262,0.99967,20.309768199290385
0,34,M,1,High School,Married,$60K - $80K,Blue,27,3,1,2,8063.0,2149,5914.0,0.722,2042,49,0.69,0.267,5.0256e-05,0.99995,23.149595450235786
0,29,M,0,Unknown,Married,$60K - $80K,Blue,23,3,3,2,6224.0,1092,5132.0,0.919,2222,39,0.56,0.175,0.00016966,0.99983,20.039380743836006
0,55,M,1,Doctorate,Married,$60K - $80K,Blue,49,6,2,4,4597.0,2442,2155.0,0.512,1504,38,0.357,0.531,0.00044353,0.99956,17.73744821498352
1,46,M,2,Graduate,Single,$40K - $60K,Blue,31,3,3,5,7869.0,0,7869.0,0.692,998,25,0.562,0.0,0.99888,0.00111805,11.692437869656667
0,45,M,2,College,Married,$60K - $80K,Blue,35,6,3,2,17884.0,2096,15788.0,0.477,2031,49,0.633,0.117,0.00017488,0.99983,23.119839986050543
1,52,F,0,Doctorate,Single,Less than $40K,Blue,36,2,2,3,1438.3,978,460.3,0.773,947,33,0.571,0.68,0.99581,0.00418811,14.432178559251712
0,40,F,3,High School,Married,Less than $40K,Blue,32,5,1,3,2046.0,1694,352.0,0.853,3432,49,0.96,0.828,9.3448e-05,0.99991,26.90960410637082
0,46,F,4,Uneducated,Married,Less than $40K,Blue,36,4,2,2,6370.0,0,6370.0,0.855,1783,40,0.667,0.0,0.00012274,0.99988,19.21157944884084
0,54,F,2,Graduate,Married,Less than $40K,Blue,46,6,2,2,2737.0,2517,220.0,0.533,1619,37,0.48,0.92,0.00011382,0.99989,17.688815837613397
0,36,M,1,Graduate,Single,Less than $40K,Blue,25,6,1,2,2622.0,2489,133.0,0.84,2717,79,0.549,0.949,5.1697e-05,0.99995,35.76686584080496
1,44,M,3,Graduate,Married,$40K - $60K,Blue,33,2,3,3,7266.0,906,6360.0,0.676,1741,27,0.421,0.125,0.99683,0.00317458,14.421708683691437
0,37,F,2,Uneducated,Single,Less than $40K,Blue,30,6,3,3,2258.0,1338,920.0,0.86,2511,55,0.774,0.593,0.00031104,0.99969,26.576533622701493
0,35,M,3,Graduate,Single,$80K - $120K,Blue,25,3,2,3,6510.0,2055,4455.0,1.042,2238,49,0.531,0.316,0.00019864,0.9998,23.67978372117281
0,64,F,0,Unknown,Married,Unknown,Blue,55,4,1,4,2508.0,1580,928.0,0.44,1607,44,0.419,0.63,0.00014907,0.99985,20.174340942740287
0,52,F,2,Uneducated,Married,Unknown,Blue,36,5,1,2,4006.0,2517,1489.0,0.557,1157,34,0.619,0.628,5.663e-05,0.99994,15.359949651185781
0,37,F,5,High School,Single,$40K - $60K,Blue,19,4,1,2,3252.0,1987,1265.0,0.658,2953,72,0.714,0.611,5.5277e-05,0.99994,33.887270188177524
0,45,F,4,Uneducated,Married,Unknown,Blue,26,4,3,1,16317.0,0,16317.0,0.742,2944,71,0.972,0.0,0.00011697,0.99988,33.50321257817377
0,28,M,1,Unknown,Single,$40K - $60K,Blue,15,3,3,1,2109.0,1542,567.0,0.67,2261,56,0.6,0.731,0.00011192,0.99989,26.25998530325274
0,65,F,1,Graduate,Married,Less than $40K,Blue,56,4,2,0,7023.0,1726,5297.0,1.178,2535,51,0.759,0.246,3.941e-05,0.99996,25.20260571460598
0,55,M,0,Graduate,Married,$120K +,Blue,42,3,2,1,8302.0,2517,5785.0,0.661,1576,34,0.789,0.303,5.8902e-05,0.99994,16.493362332423608
0,55,M,2,Graduate,Married,$80K - $120K,Blue,47,3,3,3,9959.0,1209,8750.0,0.548,1584,28,0.273,0.121,0.00030251,0.9997,14.356729288717911
0,41,M,4,Uneducated,Single,$40K - $60K,Blue,36,4,3,4,3636.0,1884,1752.0,0.924,4254,79,0.491,0.518,0.0005564,0.99944,39.92451570014276
0,57,F,2,High School,Married,Less than $40K,Blue,46,5,1,1,5184.0,1856,3328.0,0.553,1834,55,0.571,0.358,3.2288e-05,0.99997,24.745220054209824
